803753104579522560,"Four People, Including A Baby, Have Died In A Jail Run By Potential Trump Nominee Sheriff David Clarke "
803753106840453122,#Tech tries to get #Trump's ear after shunning him during campaign  via 
803753107121467392, lmaoo trump supporters wanted soros locked up
803753107633147904,"""Well, this is the Trump... *sigh* ...presidency so far.""  on the flag burning tweet."
803753101400346624,"""Save Bangladeshi Hindus"" rallies at Trump Tower, Next Washington DC

 "
803753107108704256,Trump's pick for health secretary is total nightmare fuel  
803753107599618048,I see that Trumpet boycott is going well 😅😅😅 
803753107561779200,"Journalists in the age of Trump: Lose the smugness, keep the mission. #donaldtrump  "
803753108648165377,#donaldtrump  knows he lied.  Common behavior of his. 
803753109121970176,EVERYTHING Donald Trump and his fans campaigned AGAINST Hillary for is what they're now making exceptions for and getting from Trump. Sigh
803753109830987776,"Were THESE the ""regular guys"" #Trump voters wanted? "
803753111097524224,"TRUMP ON NOTICE, WHAT RON PAUL JUST SAID ROCKED THE FEDERAL RESERVE  via "
803753111286231040,Neck Fupa game strong  
803753111454121984,Surely you jest. 
803753112024608772,Thread 
803753113152847873,Why we can’t — and shouldn’t — ignore Donald Trump’s tweets 
803753112959782912, Donald Trump did not win the Electoral College. Why do you say that. They don't vote until Dec. 19. Then they could save the world
803753112632750080, I mean fucking read this. All of it. THIS IS IMPORTANT FUCKING NEWS NOT GODDAMN FUCKING FLAG BURNING WHO CARES
803753113995841536,"Sadly, probably a needed move: ""Internet Archive of Canada fundraising because of Trump administration"" "
803753114297835520,  Tell Trump not to nominate No Goldman Sachs Wall street Shills to any Position in Government! Especially Money Positions!
803753114549428224,Trump’s Pick for Health Secretary Is Total Nightmare Fuel  
803753117615538176,This means Newt is not getting a cabinet appointment! 
803753118185951232,Zero Hedge: Trump Picks Former Goldman Banker Steven Mnuchin As Treasury Secretary #ZeroHedge 
803753117921611776,Trump Foundation admits to self-dealing: What does that mean? 
803753117900742656,Does Mitt Romney Have Enough Dignity to Turn Down Donald Trump?    via 
803753119276363776, Trump says anything that comes to his mouth. He doesn't use his head. He has no respect for democracy. or even understand it!
803753120375472129,Donald Trump points out hypocrisy of Clinton’s participation in the Wisconsin vote recount  via  
803753119444135939," Daily Kos is trying to ruin your victory rally:
"
803753121025400832,Not for play-play but for real-real 🙄🙄 fml 
803753121671507969,Correct 
803753122611003393,News: Gingrich calls Trump tweet about vote fraud a big mistake - USA TODAY 
803753122929655808, But Hillary never claimed to despise 'globalist' bankers like Trump did. She just thought they should be regulated more strongly.
803753122862690304,🙄 They won't 😒😑 
803753123034624004,This 
803753124062056448,Please choose Mitt Romney as the Secretary of State. 
803753124053676032,News: Trump May Have Breached His D.C. Hotel Lease by Getting Elected - New York Magazine 
803753124481486848,‘And I voted for Trump! So there!’: Woman accuses black Michaels employees of discrimination 
803753124452106240,Sick of Trump acolyte  and fake liberal . Don't watch anymore.
803753125165219840,"Now where will that #Trump voter lady get Styrofoam balls for holiday glitter wreaths?
"
803753125840449536,News: Trump expected to name financier Steve Mnuchin to Treasury - Washington Post 
803753125957996544,    This idiot belongs 2 liberals 🙄
